Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Shown on Collection Page (product.metafields.custom.shown_on_collection_page),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color Family (product.metafields.product.color_family),Style Family (product.metafields.product.style_name),Product rating count (product.metafields.reviews.rating_count),Color (product.metafields.shopify.color-pattern),Target gender (product.metafields.shopify.target-gender),Theme (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,generated_tags
apply-stickers-shit-by-toiletpaper-die-cut-sticker-lips,Apply Stickers - Shit by Toiletpaper - Die-Cut Sticker (Lips),"“Shit” is in the eye of the beholder..

• 1 die-cut sticker (4.25 x 2.69 in.), digitally printed on premium vinyl. Dishwasher safe. Made with &lt;3 in the USA.

© Toiletpaper Magazine",Apply Stickers,,,Stickers,False,Title,Default Title,,,,,,,,AS-LIPS,0.28349523125,shopify,deny,manual,6.0,,True,True,,,,,'39724779,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/a851c408352687963bdff18c792797798b55cf93fdd3b7a75ef92553f7941162.png?v=1770051233,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,3.0,active,"type:tincture, type:sticker, pattern:printed, use:self-care, use:stress-relief, use:everyday, intent:treat-yourself, price-tier:budget-0-30, attr:shit, attr:die-cut, attr:lips, attr:apply, attr:premium, attr:vinyl, ai-flag:schema-complete"
poured-new-york-candles,Poured New York Candles,,Poured New York,Home & Garden > Decor > Home Fragrances > Candles,Candle,Candles,False,Scent,Negroni Nights,,,,,,,,PNY-NN,0.0,shopify,continue,manual,40.0,,True,True,,,,,'74454507,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/img_2110_720.jpg?v=1769797655,1.0,,False,,,588.0,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/img_2110_720.jpg?v=1769797655,lb,,18.0,active,"type:perfume, use:home-decor, need:noise-cancelling, price-tier:mid-31-80, attr:poured-new-york, attr:garden, attr:york-candles, attr:candles-poured, attr:candles, ai-flag:schema-complete"
bottle-caddy-sakura,Bottle Caddy,<p>Metallic Plated Natural Vegetable Tanned Leather</p>,Glad & Young Studio,Home & Garden > Kitchen & Dining > Food & Beverage Carriers > Wine Carrier Bags,,,False,Title,Sakura,,,,,,,,CAD-SAK,206.9515188125,shopify,continue,manual,65.0,,True,True,,,,,'63356395,,,,False,Leather Bottle Caddy | Glad & Young Studio,,4521.0,,,,,,,,,,,,,,,,,,,,oz,,21.61,active,"type:bag, color:sakura, material:leather, material:vegetable-tanned, material:organic, use:home-decor, need:durable, price-tier:mid-31-80, attr:plated, attr:metallic, attr:vegetable, attr:metallic-plated, attr:bottle, attr:tanned, ai-flag:schema-complete"
daisy-wallet-misc-pcm-only,Daisy Wallet - Misc (PCM only),<p>misc/limited chrome tan colors </p>,Glad & Young Studio,"Apparel & Accessories > Handbags, Wallets & Cases > Wallets & Money Clips > Wallets",Wallets,"Featured, Wallet",False,Title,Gunmetal,,,,,,,,DAIS-GUN,110.5631401875,shopify,continue,manual,110.0,,True,True,,,,,'05366763,,,,False,,,2668.0,,,,,,,,,,,,,,,,,,,,oz,,25.85,active,"type:wallet, type:handbag, color:gunmetal, use:everyday, price-tier:premium-81-200, stock:featured, color:tan-colors-apparel, attr:limited-chrome-tan, color:chrome-tan-colors, attr:money-clips, attr:young-studio, attr:limited-chrome, ai-flag:schema-complete"
dot-wallet-misc-pcm-only,Dot Wallet - Misc (PCM only),"<p>Say hello to Dot, our small but mighty wallet that is designed to go with you.</p>
<p><meta charset=""utf-8"">With our signature scalloped edge and a contrasting interior zipper, it brings just the right amount of charm and functionality to your everyday. The D-ring makes it easy to add onto your keyring or our <a href=""https://gladandyoungstudio.com/collections/wristlet-strap"">wristlet strap</a> for hands-free ease. Don’t let the size fool you—there’s room for your essential cards and a few extras, all neatly tucked inside. Available in a rainbow of joyful colors to mix, match, and make your own.</p>
<p>If you need something a little larger, check out our <a href=""https://gladandyoungstudio.com/products/daisy-wallet-white"">Daisy Wallet</a>.  </p>
<p><strong>Features:</strong></p>
<ul>
<li>Full grain chrome tanned leather</li>
<li>Contrasting sky blue zipper</li>
<li>D-ring<br>
</li>
</ul>
<p><strong>Dimensions:</strong></p>
<ul>
<li>External Dimensions - 3 x 4.5”</li>
<li>Front card pocket - 2.25 x 3.875”</li>
<li>Back card pocket - 2.75 x 3.875”</li>
<li>Zipper Pocket - 2.75” deep with zipper opening of 3”</li>
</ul>",Glad & Young Studio,"Apparel & Accessories > Handbags, Wallets & Cases > Wallets & Money Clips > Wallets",Wallets,"Featured, Wallet",False,Title,Gunmetal,,,,,,,,DOT-GUN,39.689332375,shopify,continue,manual,42.0,,True,True,,,,,'29841131,,,,False,,,2668.0,,,,,,,,,,,,,,,,,,,,oz,,12.31,active,"type:wristlet, type:wallet, type:handbag, color:gunmetal, material:leather, pattern:checked, use:everyday, use:home-decor, use:outdoor, intent:quick-outfit, intent:organize-essentials, need:organized, need:durable, price-tier:mid-31-80, stock:featured, attr:small-but-mighty, attr:scalloped-edge, attr:amount-of-charm, attr:charm-and-functionality, spec:dimensions, feature:zipper, ai-flag:schema-complete"
made-by-nilina-atlanta-georgia-postcard-atl-coke-coca-cola-souvenir,Made by Nilina - Atlanta Georgia Postcard ATL Coke Coca-Cola Souvenir,"You can find Coca-Cola everywhere in Atlanta; street names, wall murals, on counter tops. It's such an iconic part of the city and this postcard pays tribute to that. This postcard features an illustrated bottle that reads ""Enjoy Atlanta Georgia"" in the iconic cursive font. It's set against a light peachy background.

The back also features the silhouette of Georgia state as a spot to place the stamp.

This postcard is printed in full color and measures 4 by 6 inches each. The front is glossy and the backside is matte, ideal for writing on.",Made by Nilina,Uncategorized,,,False,Title,Default Title,,,,,,,,MBN-POST,0.0,shopify,continue,manual,4.0,,True,True,,,,,'29138923,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/1d65e07878b867c5d7a95b56c31e736fa861c4df819ebb02fd77237e42e2fa5c.jpg?v=1767041287,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,lb,,1.0,active,"pattern:printed, price-tier:budget-0-30, attr:atl-coke-coca-cola, attr:coke-coca-cola-souvenir, attr:postcard-atl-coke, attr:wall-murals, attr:counter-tops, attr:coke-coca-cola, ai-flag:needs-review"
made-by-nilina-atlanta-vinyl-banner-sticker-atl-georgia-souvenir,Made by Nilina - Atlanta Vinyl Banner Sticker ATL Georgia Souvenir,"This vinyl sticker features a dark purple banner that reads ""Atlanta"" in white lettering originally cut from paper. It features a white border. 

This sticker s professionally printed and suitable for indoor and outdoor use. It measures 4 x 1.5 inches.",Made by Nilina,,,Stickers,False,Title,Default Title,,,,,,,,MBN-BNNR,0.0,shopify,continue,manual,4.0,,True,True,,,,,'29073387,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/7cbe2972e7c9175154cfa83bee8be911861887b6fd389221a43fc8fd6d18c36b.jpg?v=1767041283,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,lb,,1.75,active,"type:suit, type:ring, type:sticker, pattern:printed, use:work, use:outdoor, price-tier:budget-0-30, attr:atlanta-vinyl-banner, attr:atl-georgia-souvenir, attr:dark-purple-banner, attr:cut-from-paper, attr:atlanta-vinyl, attr:vinyl, ai-flag:schema-complete"
made-by-nilina-atlanta-coke-vinyl-sticker-coca-cola-atl-georgia-souvenir,Made by Nilina - Atlanta Coke Vinyl Sticker Coca-Cola ATL Georgia Souvenir,"You can find Coca-Cola everywhere in Atlanta; street names, wall murals, on counter tops. It's such an iconic part of the city and this die-cut sticker pays tribute to that. This vinyl sticker features an illustrated bottle that reads ""Enjoy Atlanta Georgia"" in the iconic cursive font. It features a light peachy border.

This sticker s professionally printed and suitable for indoor and outdoor use. It measures 4 x 1.2 inches.",Made by Nilina,,,Stickers,False,Title,Default Title,,,,,,,,MBN-BOTL,0.0,shopify,continue,manual,4.0,,True,True,,,,,'29040619,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/b84f9a0a099e73f0383b2cb83b05ce58681ad3540a2492fa21846832b3e64a0f.jpg?v=1767041279,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,lb,,2.0,active,"type:suit, type:sticker, pattern:printed, use:work, use:outdoor, price-tier:budget-0-30, attr:wall-murals, attr:coca-cola-atl-georgia, attr:atl-georgia-souvenir, attr:counter-tops, attr:coca-cola-atl, attr:find-coca-cola, ai-flag:schema-complete"
made-by-nilina-enjoy-atlanta-vinyl-sticker-coke-coca-cola-georgia-souvenir,Made by Nilina - Enjoy Atlanta Vinyl Sticker Coke Coca-Cola Georgia Souvenir,"You can find Coca-Cola everywhere in Atlanta; street names, wall murals, on counter tops. It's such an iconic part of the city and this vinyl sticker pays tribute to that. This circular sticker reads ""Enjoy Atlanta"" in the iconic cursive font. It's set against a red background in tribute to the bottle labels and cans.

This sticker is professional printed in full color and measures 2.75 inches round. It's suitable for indoor and outdoor use.",Made by Nilina,Uncategorized,,Stickers,False,Title,Default Title,,,,,,,,MBN-ENJOY,0.0,shopify,continue,manual,4.0,,True,True,,,,,'29007851,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/5689b160051226a21de1f9a9338f654102974dc84da75ce4a8189b459df41135.jpg?v=1767041274,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,lb,,2.0,active,"type:suit, type:sticker, pattern:printed, use:work, use:outdoor, price-tier:budget-0-30, attr:coke-coca-cola-georgia, attr:coca-cola-georgia-souvenir, attr:wall-murals, attr:counter-tops, attr:coke-coca-cola, attr:coca-cola-georgia, ai-flag:schema-complete"
hooray-sock-co-greenwich-socks,Hooray Sock Co. - Greenwich Socks,"
Our Greenwich Hooray Socks are lightweight and comfy crew socks featuring colorful stripes and our distinct color bars.

Details:
Crew length
65% cotton, 35% spandex
Machine wash cold. Do not iron. Line dry.

Made in South Korea

Unisex by design

Size:
Large (Men’s – 8-12)
Small (Women’s – 4-10)
",Hooray Sock Co.,,,PCM Accessories,False,Size,Small,,,,,,,,HSC-STRI-BLU,36.8543800625,shopify,continue,manual,18.0,,True,True,,,,,'17899499,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/838107e83128dc269d74cc6d5a0db10ee4b95c0f215700414cdfe8bc54979961.jpg?v=1767039941,1.0,,False,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/838107e83128dc269d74cc6d5a0db10ee4b95c0f215700414cdfe8bc54979961.jpg?v=1767039941,oz,,7.0,active,"type:ring, type:weights, size:small, material:cotton, material:spandex, pattern:striped, use:travel, use:self-care, use:social-drinking, intent:vacation-pack, intent:sustainable-choice, intent:treat-yourself, need:lightweight, need:breathable, problem:too-hot, price-tier:budget-0-30, attr:hooray-sock, attr:hooray, attr:socks, attr:hooray-socks, attr:comfy-crew-socks, color:color, ai-flag:schema-complete"
hooray-sock-co-clayton-sock,Hooray Sock Co. - Clayton Sock,"
Lightweight, comfy crews with classic off-white stripes and our signature color bars. 

Details:
• Style: Crew length. Unisex by design.

• Material: 65% cotton, 35% spandex

• Care: Machine wash cold. Do not iron. Tumble dry low.

• Color: Red

• Made in South Korea.

Size:
Large (US men’s shoe size: 8-12)
Small (US women's shoe size: 4-10)
",Hooray Sock Co.,,,PCM Accessories,False,Size,Small (Women's 4 - 10),,,,,,,,HSC-STRI-RD,36.8543800625,shopify,continue,manual,18.0,,True,True,,,,,'17866731,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/0666e211a8ddc0e11aa1a45d05ba62460ecce2817537ed00c8e7f6a67da9e0e5.jpg?v=1767039936,1.0,,False,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/752a8c30bb87dac43d28a4b7aee9fc388cc4e47e43789f451098d59f224a8f54.jpg?v=1767039939,oz,,7.0,active,"type:weights, size:small-womens-4-10, material:cotton, material:ceramic, material:spandex, pattern:striped, use:travel, use:self-care, use:outdoor, use:social-drinking, intent:vacation-pack, intent:treat-yourself, need:lightweight, need:breathable, problem:too-hot, price-tier:budget-0-30, attr:hooray-sock, attr:sock, spec:size, spec:shoe-size, attr:hooray, color:color, ai-flag:schema-complete"
hooray-sock-co-valley-sock,Hooray Sock Co. - Valley Sock,"
Lightweight, comfy crews with classic off-white polkadot socks. 

Details:
• Style: Crew length. Unisex by design.

• Material: 65% cotton, 35% spandex

• Care: Machine wash cold. Do not iron. Tumble dry low.

• Color: Black &amp; White, Orange

• Made in South Korea.

Size:
Large (US men’s shoe size: 8-12)
Small (US women's shoe size: 4-10)
",Hooray Sock Co.,,,PCM Accessories,False,Size,Small (Women's 4 - 10),,,,,,,,HSC-POLKA,36.8543800625,shopify,continue,manual,18.0,,True,True,,,,,'17801195,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/d80bd8470ae6669ea49285e3ee9fc1cef35ddd7382c682bc699e957c0d85f1ef.jpg?v=1767039932,1.0,,False,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/d39b4593a13527b5c73e22bb05a93d1794915e0ac41551d01d169b4e13d1025d.jpg?v=1767039935,oz,,7.0,active,"type:weights, size:small-womens-4-10, material:cotton, material:spandex, use:self-care, intent:treat-yourself, need:lightweight, need:breathable, problem:too-hot, price-tier:budget-0-30, attr:hooray-sock, attr:sock, spec:size, attr:off-white-polkadot-socks, attr:valley-sock, spec:shoe-size, ai-flag:schema-complete"
hooray-sock-co-eureka-striped-unisex-crew-socks-in-yellow-white-red,"Hooray Sock Co. - Eureka Striped Unisex Crew Socks in Yellow, White, Red","
Our best-selling Eureka Hooray Socks are oh-so lightweight and comfy crew socks, shining bright with golden stripes, our distinct color bars, and hot red heels.

Details: 
• Style: Crew length. Unisex by design. 
• Material: 65% cotton, 35% spandex 
• Care: Machine wash cold. Do not iron. Tumble dry low.
• Color: Yellow, White, Red
• Made in South Korea.


Size: 
Large (US men’s shoe size: 8-12) 
Small (US women's shoe size: 4-10)

",Hooray Sock Co.,,,PCM Accessories,False,Size,Small (Women's 4 - 10),,,,,,,,HSC-STRI-GRN,36.2873896,shopify,continue,manual,18.0,,True,True,,,,,'17768427,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/ecbb654e388540476e4d3540528ae8324f7d6afade20f074a462048bd906f16a.jpg?v=1767039928,1.0,,False,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/ecbb654e388540476e4d3540528ae8324f7d6afade20f074a462048bd906f16a.jpg?v=1767039928,lb,,7.0,active,"type:heel, type:weights, size:small-womens-4-10, material:cotton, material:spandex, material:gold, pattern:striped, use:travel, use:self-care, use:social-drinking, intent:vacation-pack, intent:treat-yourself, need:lightweight, need:breathable, problem:too-hot, price-tier:budget-0-30, attr:hooray-sock, attr:crew-socks, attr:eureka-hooray-socks, attr:socks, attr:hooray, attr:hooray-socks, ai-flag:schema-complete"
hooray-sock-co-panhandle-polka-dot-crew-socks-brown-and-blue,"Hooray Sock Co. - Panhandle Polka Dot Crew Socks, Brown and Blue","
Jump for joy in our Panhandle Hooray Socks! These fun polka dot crew socks have personality 'n sass to spare!

Details:
Style: Crew length. Unisex by design.
Material: 65% cotton, 35% spandex
Care: Machine wash cold. Do not iron. Tumble dry low.
Color: Brown and blue
Made in South Korea.

Size:
Large (US men’s shoe size: 8-12)
Small (US women's shoe size: 4-10)
",Hooray Sock Co.,,,PCM Accessories,False,Size,Small (Women's 4 - 10),,,,,,,,HSC-BRNDOT,36.2873896,shopify,continue,manual,18.0,,True,True,,,,,'17702891,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/8a011b51e0ae19780ad1646604c3bf9daed25df0d0f1e91e06d15cb948d06b1f.jpg?v=1767039923,1.0,,False,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/8a011b51e0ae19780ad1646604c3bf9daed25df0d0f1e91e06d15cb948d06b1f.jpg?v=1767039923,lb,,7.0,active,"size:small-womens-4-10, material:cotton, material:spandex, use:self-care, intent:treat-yourself, need:breathable, problem:too-hot, price-tier:budget-0-30, attr:dot-crew-socks, attr:polka-dot-crew, attr:hooray-sock, attr:crew-socks, attr:dot-crew, attr:polka-dot, ai-flag:needs-review"
hooray-sock-co-precita-pink-crew-socks,Hooray Sock Co. - Precita Pink Crew Socks,"
Add a pop of sweetness with our soft two-tone blush pink socks, designed for those who bring a touch of joy and whimsy to every step they take.


Details: 
• Style: A crew length. Unisex by design. 
• Material: 65% cotton, 35% spandex 
• Care: Machine wash cold. Do not iron. Tumble dry low.
• Color: Blush pink
• Made in South Korea.


Size: 
One size fits most

",Hooray Sock Co.,,,PCM Accessories,False,Size,One Size,,,,,,,,HSC-PINK,39.689332375,shopify,continue,manual,18.0,,True,True,,,,,'17637355,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/2c7e810d60a9fd67cbb7ee49f5fa4c1ae3245aeaf28720c51f230540633b4079.jpg?v=1767039919,1.0,,False,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/81c63b2f0cb432bee2327ad6172011f29b8315c6e335aeb52ab88452ed623918.jpg?v=1767039922,oz,,7.0,active,"type:ring, size:one-size, material:cotton, material:spandex, use:self-care, intent:treat-yourself, need:comfortable, need:breathable, problem:too-hot, price-tier:budget-0-30, attr:hooray-sock, attr:crew-socks-add, attr:sock, attr:socks, attr:pink, attr:pink-crew-socks, ai-flag:schema-complete"
hooray-sock-co-big-dot-lavender-sock,Hooray Sock Co. - Big Dot Lavender Sock,"Lightweight, comfy crews with color of lavender and mustard polkadot socks. 

Details:
• Style: Crew length. Unisex by design.

• Material: 65% cotton, 35% spandex

• Care: Machine wash cold. Do not iron. Tumble dry low.

• Color: Lavender, Mustard

• Made in South Korea.

Size:
Large (US men’s shoe size: 8-12)
Small (US women's shoe size: 4-10)
",Hooray Sock Co.,,,PCM Accessories,False,Size,Small (Women's 4 - 10),,,,,,,,HSC-LAVDOT,36.8543800625,shopify,continue,manual,18.0,,True,True,,,,,'17604587,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/6c45450abbc71919a9eb92fea499b86cf3383b84ebf53ba8b09cf3efc3647f27.jpg?v=1767039914,1.0,,False,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/6c45450abbc71919a9eb92fea499b86cf3383b84ebf53ba8b09cf3efc3647f27.jpg?v=1767039914,oz,,6.0,active,"type:weights, size:small-womens-4-10, material:cotton, material:spandex, use:self-care, intent:treat-yourself, need:lightweight, need:breathable, problem:too-hot, price-tier:budget-0-30, attr:hooray-sock, attr:sock, spec:size, attr:lavender, attr:hooray, spec:shoe-size, ai-flag:schema-complete"
